UID,Age,Birthday,Gender,Province,City,Marital_State,Individual_Description,Blog,Comment
291,16.0,37452,1,6,0,0,和 他们 一起 成长,# 皇权 富贵 [ 超话 ] # 饭制 MV 推荐 整理 - 篇幅 有限 ， 评论 里 按 UP 主 分类整理 补充 - 推荐 顺序 不 分 先后 - 持续 更新   没有 如果   |   四分 半高糖 轰炸 ， 齁 不到 你 算 我 输 ， 我们 的 目标 是 甜甜 甜 ！ UP 主 ： 奈良 瘫       神秘 嘉宾 UP 主 ： 恋爱 火箭     真相 是 真 UP 主 ： 做个 梦 吧 w     真相 是 真     |   全是 糖糖 糖   少年 一瞬 动心 就 永远 动心 UP 主 ： 苏苏     千层 套路   UP 主 ： Mennnnnnnng     我爱你   |   南京 终场 见面会 丞昊净 享版 粗 剪 UP 主 ： 嘻哈小 子岳云 鹏     99 次 我 爱 他 UP 主 ： 飞行士 小番     哥歌 UP 主 ： 恋爱 火箭     Can ' t   StopUP 主 ： 奈良 瘫     You   belong   with   me   |   双向 暗恋 梗 / 歌词 误解 向   小 甜饼 UP 主 ： 八年 校服     没有 明天   |   导师 合作 舞台 伪 双人舞 ， 含假车 UP 主 ： 奈良 瘫     禁区   |   架空 / 已成 年 ， 含 三轮车 / 丞丞 黑化 UP 主 ： 苏苏     诉衷情   |   民国   /   ABO   /   剧情 架空   /   小 破车   UP 主 ： 苏苏,我来 马一马
296,0.0,0,0,2,0,6,未知,"【 银行 多 给 一千六   储户 拒 退钱 称 遵守 “ 离柜 概不负责 ” 】 浙江 慈溪 秦 小姐 在 某 银行 取 22400 元 , 银行 却 给 了 24000 元 。 事后 , 银行 向 秦 小姐 讨要 多 给 的 1600 元 , 遭秦 小姐 拒绝 。 银行 以 "" 不当得利 "" 为 由 将 秦 小姐 告上 法庭 。 对此 秦 小姐 坚称 , 银行 规定 储户 钱 "" 离柜 概不负责 "" , 她 也 "" 离柜 概不负责 ""       # 90 后 说 说 #   你 是 第一个 敢 跟 银行 玩 文字游戏 的 人 。",储户 说 的 有些 道理 。
296,0.0,0,0,2,0,6,未知,贫 不足 羞 ， 可羞 是 贫而 无志 ；   贱 不足 恶 ， 可恶 是 贱 而 无能 ；   老 不足 叹 ， 可叹 是 老 而 虚生 ；   死 不足 悲 ， 可悲 是 死 而 无补 。   贫而 有志 、 贱 而 有 能 、 老而弥坚 、 死 而 可补 ， 乃 能 成就 人生 的 意义 和 价值 。,转发 微博
296,0.0,0,0,2,0,6,未知,如此 正 能量 的 微信 小视频 为什么 早配 一张 如此 妖艳 的 美女 封面 。 这种 情况 在 微信 小视频 里 不在少数 。,封面 党 、 标题 党 ， 不能 小看 其 影响 。
296,0.0,0,0,2,0,6,未知,“ 在 一个 多少 算得 上 是 文明 的 社会 里 ， 一个 人 所 能够 拥有 的 一切权利 ， 其 唯一 的 来 由 是 法律 。 ” 换句话说 ， 不 侵犯 他人 的 合法权利 ， 自身 权益 才能 被 保障 ， 彼此 权利 都 能 被 维护 ， 社会 的 福利 才能 最大化 。,说 的 在 理 。
296,0.0,0,0,2,0,6,未知,太 在意 别人 的 看法 ， 最后 只有 两种 结局 ： 要么 自己 被 累死 ， 要么 让 别人 整死 。 不要 在 别人 的 眼光 里 找 快乐 ， 否则 永远 悲哀 ； 不要 在 别人 的 嘴巴 里 找 尊严 ， 否则 永远 卑微 。 你 永远 无法 满足 所有人 ， 不必 为了 取悦 这个 世界 而 扭曲 自己 。,你 永远 无法 满足 所有人 ， 不必 为了 取悦 这个 世界 而 扭曲 了 自己 。
310,20.0,35933,1,9,0,0,喜乐 安康 ， 一生 无忧,立刻 马上 夸 我 头像 好看     要 彩虹 屁,给 你 彩虹 ， 没有 屁
310,20.0,35933,1,9,0,0,喜乐 安康 ， 一生 无忧,# 胡 一天 [ 超话 ] # 这个 月 的 月 会     给 大家 准备 了 15 份 签名 礼物 ， 只要 在 直播间 能够 引起     的 注意 ， 就 能 获得 幸运 的 礼物 。 快 来 直播间 互动 吧 ， 明 晚八点 约定 你       手机 党 戳 ：,我 懂 了 ， 我会 努力 引起 注意 的
310,20.0,35933,1,9,0,0,喜乐 安康 ， 一生 无忧,只要 觉得 腹肌 和 妍 心头 像 丑 的 我们 就是 好 朋友 哈哈哈 哈哈哈 哈哈哈 哈哈哈,好 朋友 ， 握 握手
310,20.0,35933,1,9,0,0,喜乐 安康 ， 一生 无忧,# 胡 一天 [ 超话 ] #   hyt   # 胡 一天 青春 须 早 为 [ 超话 ] #   You   belong   to   me   I   belong   to   you         由 昨晚 听到 的 一首歌 想起 你                     图源 水印 ， 侵 删歉,早 吖 ， 来自 鲤鱼 干 的 问候
310,20.0,35933,1,9,0,0,喜乐 安康 ， 一生 无忧,卧槽   有 谁 知道   腹肌 我 有 多 爱 这个 飘带   啊啊啊   把 腹肌 挂 在 上面 吧   我要 在 帅哥 的 飘带 上 滑 滑梯   我要 吊 在 帅哥 的 飘带 上   啊啊啊 啊啊啊 啊,胡 一天 : 我 不要
310,20.0,35933,1,9,0,0,喜乐 安康 ， 一生 无忧,我 哭 了 谁 知道   我 22 号 就 去 写生 了   再见,      我 暴风 哭泣
310,20.0,35933,1,9,0,0,喜乐 安康 ， 一生 无忧,# 胡 一天 [ 超话 ] #     # 胡 一天 益路 有 你 [ 超话 ] #       你 永远 是 我 最 牵挂 的 人   忙忙碌碌 ， 身体 最 重要   我要 把 快乐 打包 送给 你   愿 你 天天 微笑 ， 天天开心,倒计时 一 星期 ， 即将 出关
310,20.0,35933,1,9,0,0,喜乐 安康 ， 一生 无忧,我 绝对 是 首页 里 增肥 速度 最快 ， 且 没有 一天 停止 增肥 的 麻将 了,跟 我 一起 减肥
310,20.0,35933,1,9,0,0,喜乐 安康 ， 一生 无忧,手机 越来越 存 不住 电 了 呢,它 在 暗示 你 ， 换 了 它
310,20.0,35933,1,9,0,0,喜乐 安康 ， 一生 无忧,# 胡 一天 [ 超话 ] # hyt # 一路 相伴 天天 相随 #     好久不见 了 我 的 麻将 宝宝 们   挥 了 三次 手说 拜拜 的 宝贝   爱惨 了 啊啊啊 啊 啊,来 啦 来 啦 来 啦 ， 鲤鱼 干来 了
310,20.0,35933,1,9,0,0,喜乐 安康 ， 一生 无忧,# 胡 一天 [ 超话 ] #   每日 一帖   胡 一天 啊         你 害怕 大雨 吗   [ 小 仙女 ] [ 小 仙女 ],倒计时 一 星期 ， 即将 出关
320,2.0,42530,1,14,0,0,头像 不是 我 本命   但 很酷 不想 改 ： ）,# 蔡 徐坤 [ 超话 ] #   # 蔡 徐坤 的 幻彩 秘密 #                     凡事 都 有 偶然 的 凑巧           结果 却 又 如 宿命 的 必然                             ol 遇到 你 是 偶然               喜欢 上 你 是 必然                                 让 我们 一起 去 看                   最长 的 电影                                     早安   蔡 徐坤   cxk           好好 休息   不要 再 感冒 了                       视频 来源 网络,花花世界 ， 静守己 心 ， 专注 自身 ， 全力 打榜 ！ 加油 蔡 徐坤
320,2.0,42530,1,14,0,0,头像 不是 我 本命   但 很酷 不想 改 ： ）,【 提前 批 福利 】 为了 给 # NINEPERCENT 首张 专辑 #     分享 会 （ 南京 ） 预热 ， 铃宝 又 来 放大 招 啦 ！ 关注 “ 中国移动 视频 彩铃 ” ， 转发 本条 微博 ， 并   ， 即可 参与 门票 抽奖 。 让 铃宝 抓 1 个 幸运 的 小伙伴 ， 一起 去 南京 看 分享 会 吧 ！ 门票 将 在 明晚 由     抽取 ， 一经 抽出 ， 不管 打滚 撒娇 自闭 上吊 都 无法 收回 哦 ～ 像 这样 门槛 只有 3 厘米 的 活动 ， 就 这 一次 啦 ！ 只要 现场 有 你 想见 的 小 哥哥 ， 就 不要 错过 这次 机会 哦 ！,我 哭 了
320,2.0,42530,1,14,0,0,头像 不是 我 本命   但 很酷 不想 改 ： ）,消灭 小 红包 合集 1 【 15.45 元 】 三只 松鼠   铜锣 烧 蛋糕 720g       【 9.9 元 】 名 创优 品   居家 拖鞋       【 9.9 元 】 大嘴 猴 100% 纯棉 婴儿 干 湿两用 巾       【 9.9 元 】 小夫 黄油 切片 吐司面包 整箱 9 包       【 9.9 元 】 即食 红豆汤 300g * 3 袋 另 送 2 包新 米粥     【 9.9 元 】 可折叠 大容量 轻便 手提 行李袋,哪 种 好吃 呀
320,2.0,42530,1,14,0,0,头像 不是 我 本命   但 很酷 不想 改 ： ）,# 蔡 徐坤 [ 超话 ] #   # 和 KUN 的 蓬蓬 时刻 #             想 去 纽约 ， 去 你 去过 的 地方 ，                     看 你 看过 的 风景   蔡 徐坤             # Wait   Wait   Wait - 蔡 徐坤   #,蔡 徐坤       我们 不想 让 你 受 任何 委屈 ， Ikun 永远 爱 你 守护 你
320,2.0,42530,1,14,0,0,头像 不是 我 本命   但 很酷 不想 改 ： ）,# 蔡 徐坤 [ 超话 ] #   # 舞台 王者 之风 蔡 徐坤 [ 超话 ] #     啊啊啊 啊 啊 … … 站 到 桌子 上 这 一段 真的 头掉             蔡 徐坤 真的 太 好看 了 ！,蔡 徐坤   愿馀生 鲜衣怒马 ， 陪 你 看 烈焰 繁花 愿馀生 素面 白纱 ， 陪 你度 恬淡 年华
320,2.0,42530,1,14,0,0,头像 不是 我 本命   但 很酷 不想 改 ： ）,# 蔡 徐坤 [ 超话 ] #   # 蔡 徐坤 的 幻彩 秘密 #   蔡 徐坤 出道 至 10.31 日 活跃 粉丝 数据表 看 完太燃炸 了 ， 有点 热泪盈眶 的 感觉 ，   一路 走来 太不容易 了 ， 曾 单枪匹马 出击 ， 现如今 千军万马 随行 ！ 一切 的 成功 都 不是 偶然 ， 都 是 经过 了 无数个 日夜 后 的 拼搏 和 努力 ！ 蔡 徐坤 沉寂 了 太久 了 ， 蛰伏 的 时光 都 是 成长 ！ 未来 ， 还会 有 更 多 和 我们 一样 爱 你 的 人 与 你 同行 ， 你 只 需 往前走 ， 不必 回头 ， 我们 一直 在 身后 ！,众生 皆 苦 ， 只有 我 的 小宝贝 蔡 徐坤 是 草莓 味 的
320,2.0,42530,1,14,0,0,头像 不是 我 本命   但 很酷 不想 改 ： ）,# 蔡 徐坤 [ 超话 ] #   # 蔡 徐坤 的 幻彩 秘密 #                                               “ 我会 洗菜 … … ”         然后 某小只 情不自禁 脸红 尴尬 了 惹                                 妈耶 ， 笑 到 我 肚子疼                                 “ 你 为什么 要 洗 他 ~ ”           这个 菜菜 ， 只有 akjj 可以 洗 的 哇 ！                           来 吧 ， 一起 快乐 洗菜 菜叭 ~,星光 不负 赶路 人 ， 世界 不负 蔡 徐坤 ， 未来 我们 一起 ， 继续 加油 ， 爱 你
327,23.0,34960,1,10,15,5,我 不 相信 这个 世界 ， 但 我 相信 你 。,# 嗨 氏 [ 超话 ] # 哥哥 ， 不管 你 做 什么 决定 ， 爱 你 的 人 都 会 一直 支持 你 ， 希望 我 爱 的 这位 少年 可以 一直 健康 、 一直 开心 、 一直 顺利 ！ ！   江海 寄馀生 ， 一直 等 你 ， 一直 爱 你 ！ ！,一定 一定 ！
327,23.0,34960,1,10,15,5,我 不 相信 这个 世界 ， 但 我 相信 你 。,# 嗨 氏 [ 超话 ] ## 嗨 氏 #   很久很久 没有 在 超话 发帖子 了 。 直播间 的 荧光棒 一直 在 刷 着 ， 已经 有 10 级 的 牌牌 了 。 在 微博 突然 看到 上 了 热 搜 ， 然后 看 了 很多 评论 。 看到 很多 事不关己 却 不 嘴 下 留情 的 人 。 跟 一年 前 真的 太像 了 。 想 评论 反驳 但是 忍住 了 。 我们 都 长大 了 呀 。 我们 有 自己 相信 并 坚守 的 事 跟 人 。 所以 不要 去 做 无畏 的 斗争 。 我们 心里 清楚 就 好 了 。 最后   嗨 嗨 不 直播 的 第五天   想 他   想 他 愿 你 在 我 看不见 的 地方   永远 开心         晚安,相比 一年 前 ， 我们 都 成长 了 。 没有 成长 的 ， 只有 他们
333,31.0,31899,0,2,0,0,  一只 非纯 不约   唯粉 李易峰,# 李易峰 [ 超话 ] # 早安   积分,早 鸭 我 的 小 蘑菇   权力 榜 投票     # 易拾 壹年   爱 李 不变 ## 与 李易峰 相爱 十一年 ## 李易峰 徐天 ## 李易峰 顾耀东 ## 李易峰 [ 超话 ] #
364,32.0,31643,1,15,0,6,手绘 一方 瓷 天地,# 易 烊 千玺 [ 超话 ] ## 易 烊 千玺 teamLabBorderless 全球 首度 合作 ## 易 烊 千玺 拾 贰 画 #       最 善良 的 小孩 ｜ 小王子 的 玫瑰 ｜ 心思 浪漫                         弱水三千 ， 我 只欲取 一瓢 ； 青葱 岁月 ， 我仅 留恋 一段 ； 繁华 经年 ， 我独 倾心 一人 。               # 灾   ## 精彩 才 刚刚开始 （ 天猫 双 11 十年 主题曲 ）   #,心思 浪漫   ️ 1128
364,32.0,31643,1,15,0,6,手绘 一方 瓷 天地,# 易 烊 千玺 爱心 基金 [ 超话 ] ## 跟着 易 烊 千玺益 起来 #     最 善良 的 小孩       青年 公益 榜样   买 一瓶 饮料     也许 只是 出于 喜欢     喜欢 那种 甜 ， 那份 暖     也许 是 一种 消遣     只 为 度过 无味 的 一天     但 正是 这 一瓶 瓶     微不足道 的 饮料     却 也 能 为 公益     贡献 出 自己 的 一份 力量,颜即 正义   ️ 1128
364,32.0,31643,1,15,0,6,手绘 一方 瓷 天地,# 千玺 代言 天猫 ## 与 千玺 一起 理想 生活 #   【 舞蹈 诗人 】 【 逢凉 野性 】 【 十八岁 成人礼 】 你 要 看 星河 大海   要 看 宇宙 中心 的 落日 要 看 群山 之后 的 太阳 要 看 冬天 过去 夏天 如约 而 至 而 我 只 想 看 你 恰巧 搭 了 你 的 顺风 车 也好 好看 了 看 这 美丽 人间     # 灾   ## Nothing   to   Lose   ## Unpredictable   ## 精彩 才 刚刚开始 （ 天猫 双 11 十年 主题曲 ）   #,舞蹈 诗人   ️ 1128
366,21.0,35440,1,6,0,6,心 简单 ， 就 快乐 。,# 无尾熊 cp [ 超话 ] # 2018 潘 老师 收官 演唱会 将 在 广州 举办 ， 特 战队 的 小伙伴 们 进行 商议 准备 了 小 礼物 一份 回馈 大家 这 一年 来 对 我们 的 关注 与 喜爱   抽奖 内容   12 月 1 日 广州 场 山顶 280 一张 | 一人 抽奖 要求   1 . 关注 两位 正主是 底线 2 . 评论 1201 楼 得奖 感谢 大家 支持 潘 老师 Alpha 创 使者 世界 巡回演唱 会 广州 站 开奖 时间   2018 年 11 月 20 日 （ 演唱会 前 十天 ， 给 你 预留 定 车票 酒店 的 时间 ） 其他 操作           门票 可转 送给 朋友 ， 可 原价 卖 给 需要 的 粉丝 。         不可 高价 转卖 黄牛 ， 不可 转给 蓄意 闹事 黑粉 。                 本张 门票 位置 在 后援会 皆 有 备案 ， 如 在 这个 座位 出现 不良影响 ， 将 从 中奖者 处 追查责任 。 【 抽奖 博 内容 基本 copy 会会 的 ， 我 太懒 了 】 所以 也 请 大家 随手 关注,继续 刷 ， 继续 努力
366,21.0,35440,1,6,0,6,心 简单 ， 就 快乐 。,# 无尾熊 cp [ 超话 ] #   飞机 晚点         用 积分 来 安慰 一下 我 吧,安慰 一下 你 安慰
366,21.0,35440,1,6,0,6,心 简单 ， 就 快乐 。,# 无尾熊 cp [ 超话 ] # 2018 潘 老师 收官 演唱会 将 在 广州 举办 ， 特 战队 的 小伙伴 们 进行 商议 准备 了 小 礼物 一份 回馈 大家 这 一年 来 对 我们 的 关注 与 喜爱   抽奖 内容   12 月 1 日 广州 场 山顶 280 一张 | 一人 抽奖 要求   1 . 关注 两位 正主是 底线 2 . 评论 1201 楼 得奖 感谢 大家 支持 潘 老师 Alpha 创 使者 世界 巡回演唱 会 广州 站 开奖 时间   2018 年 11 月 20 日 （ 演唱会 前 十天 ， 给 你 预留 定 车票 酒店 的 时间 ） 其他 操作           门票 可转 送给 朋友 ， 可 原价 卖 给 需要 的 粉丝 。         不可 高价 转卖 黄牛 ， 不可 转给 蓄意 闹事 黑粉 。                 本张 门票 位置 在 后援会 皆 有 备案 ， 如 在 这个 座位 出现 不良影响 ， 将 从 中奖者 处 追查责任 。 【 抽奖 博 内容 基本 copy 会会 的 ， 我 太懒 了 】 所以 也 请 大家 随手 关注,我 看不到 楼层 了
372,0.0,0,1,16,0,0,生而为 人 ， 要活 的 善良 一些,谢谢你们 ， 我 的 团队 和 我 的 朋友 们   生命 一直 向前 ， 风景 藏 在 心里 ， 加油,祝 王老师 一切顺利
372,0.0,0,1,16,0,0,生而为 人 ， 要活 的 善良 一些,好像 没有 吧 我 觉得 ， 讲话 不 都 一样 吗 大家,什么 鬼 啊 这 是
372,0.0,0,1,16,0,0,生而为 人 ， 要活 的 善良 一些,# 摩登 兄弟 [ 超话 ] #   # 摩登 兄弟   民国 戏 #     确认 过 眼神 ， 遇见 对 的 人 ， 感谢 2018 的 夏天 认识 你   # 我行 即 我 道 （ 端游 《 新 天龙八部 》 主题曲 ）   #,# 摩登 兄弟 [ 超话 ] #   摩登 兄弟 # 摩登 兄弟   传递 正 能量 #   摩登 兄弟 （ mdxd ） 想象   摩登 兄弟 （ mdxd ） 探险家   摩登 兄弟 （ mdxd ） 我行 即 我 道   摩登 兄弟 刘宇宁 （ mdxdlyn ） 租界 少年   摩登 兄弟 刘宇宁 （ mdxdlyn ） 卫 乘风
372,0.0,0,1,16,0,0,生而为 人 ， 要活 的 善良 一些,# 摩登 兄弟 [ 超话 ] # 摩登 兄弟         其实 ， 生活 不过 两天 ， 白天 、 黑天 ， 日夜 交换 ， 日子 不息 ， 唯有 心情 好 ， 才能 质量 高 。 一瞬间 就是 一年 ， 一转眼 就是 一生 。 # 摩登 兄弟   传递 正 能量 #   在 这个 世界 上 ， 用 情感 活着 是 悲剧 ， 用 理智 活着 是 喜剧 。 # 想象 - MD _ 摩登 兄弟   # 没有 崎岖 坎坷 不 叫 攀登 ， 没有 痛苦 烦恼 不 叫 人生 。,"摩登 兄弟   他 是 一个 总爱 弯腰 的 人 , 也 是 一个 总爱 双手 合十 的 人 , 他 从来 都 是 最 尊重 别人 的 , 这个 世界 已经 苛责 他太多 ， 他 却 选择 把 温柔 美好 带给 别人 。"
372,0.0,0,1,16,0,0,生而为 人 ， 要活 的 善良 一些,# 摩登 兄弟 [ 超话 ] #   来 ～   跟 我 读 “ 不要 剧透 ！ 不要 谣传 ！ ！ ！ ”     读 十遍 好不好 ？ ？,看见 她们 比 看见 黑粉 还 糟心
374,20.0,35970,1,9,16,0,为 林彦俊 千千万万 遍   ️,熬夜 胸会 变小 。,怪不得 劳资 小
376,0.0,0,1,6,0,0,中国 图库 （ www . tukuchina . cn ) 正版 图片 包量 微利 在线 交易平台 。,「 杭州 · 灵隐 & 西湖 」   山水 多奇踪 ， 二涧春淙 一灵 鹫 ；   天地 无 凋换 ， 百顷 西湖 十里 源 。,看 了 你 的 图图 ， 我先 隐去 吧
376,0.0,0,1,6,0,0,中国 图库 （ www . tukuchina . cn ) 正版 图片 包量 微利 在线 交易平台 。,写写 这棵 石头缝 里 蹦出来 的 小草 吧 ， 出去 二十天 左右 ， 回来 一棵 不起眼 的 小草 ， 长大 以后 以树 的 形象 站 在 门口 。 这色 更是 迷 一般 的 存在 …,赏 红叶
381,34.0,30724,1,2,0,0,安忍 不动 如 大地 ， 静滤 深思 如密藏 。 艺术家 ， 你好 。,被 这位 路人 笑 死 了,ET 明明 是 90 分 选手 ， 大合唱 碾压 其他 团体 ， 妥妥 的 优等生 。 但 在 华晨 宇 这里 ， 90 分 被判 不及格 ， 95 分 勉强 够 ， 唱到 99 分才 有 糖 吃 。
381,34.0,30724,1,2,0,0,安忍 不动 如 大地 ， 静滤 深思 如密藏 。 艺术家 ， 你好 。,# 中国 文娱 金 数据 #   11 月 13 日 【 实力 歌手 活跃 粉丝 榜 】 TOP20 ： 欲 查看 完整 榜单 排名 请 戳     。 # 华晨 宇 [ 超话 ] #   广受 喜爱 位列 第 1 名 ； # 毛 不易 [ 超话 ] #   以 3 万 ＋ 活粉 位列 第 2 ； # 薛之谦 [ 超话 ] #   以近 3 万活 粉 位列 第 3 ； # 李宇春 #   # 周杰伦 #   # 钟汉良 #   # 林俊杰 #   # 邓紫棋 #   # 林宥 嘉 #   # 范玮琪 #   分列 4 - 10 名 ； # 陈奕迅 #   # 潘玮柏 #   # 魏晨 #   # 许嵩 #   # 蔡依林 #   # 田馥 甄 #   # 汪苏 泷 #   # 张碧晨 #   # 迪玛希 #   # 李荣浩 #   等 多位 实力 歌手 也 在 榜 内 。 # 中国 娱乐 指数 #,论 脱水 数据 活粉数 铁粉 数 ， 华晨 宇是 真的 高
381,34.0,30724,1,2,0,0,安忍 不动 如 大地 ， 静滤 深思 如密藏 。 艺术家 ， 你好 。,# 华晨 宇冲鸦 [ 超话 ] # 又 周三 啦 … 今日 份 的 冲鸦,华晨 宇
384,33.0,31313,1,17,17,6,往后 馀 生 ， 唯爱 摩登,# 摩登 兄弟 [ 超话 ] #   摩登 兄弟   # 摩登 兄弟   传递 正 能量 #   摩登 兄弟     你 是 百看不厌 的 书 ， 我 甘愿 翻阅 细读 ， 字字 珍贵 ， 句句 入心 。     # 怒火 - MD _ 摩登 兄弟   #,摩登 兄弟     世界 很大 ， 有幸 遇见 你 ， 我愿 永远 这样 高调 的 陪 你们 走 下去 ！
400,22.0,35168,0,11,0,1,比心 诚信 肥宅 / ff14 / 自闭,我 玩 了 好多 游戏 从来 没见 过 王者 荣耀 的 成吉思汗 这么 脑残 的 英雄   为什么 自己 有 坐骑 大招 不是 放狼 去 咬 人 ？ dva 知道 扔 机甲 克烈 知道 扔 蜥蜴   露露 都 知道 扔 皮克斯   他 的 狼 有 什么 用   什么 狗屁 英雄 我 再也 不玩 了   我 还 努尔哈赤 呢   操 ！,  玩 李白
400,22.0,35168,0,11,0,1,比心 诚信 肥宅 / ff14 / 自闭,一块钱 换 了 个 会员 玩玩,？ 草粉 吗
400,22.0,35168,0,11,0,1,比心 诚信 肥宅 / ff14 / 自闭,我 ！ ！ ！ ！ ！ 哭 着 ！ ！ ！ ！ ！ 问一问 大家 ！ ！ ！ ！   有没有 好看 的 甜 到 爆炸 的 总裁 文古言电 竞 bl 都行 ！ ！ ！ ！ ！ 什么 都行 ！ ！ ！ 甜到 爆炸 又 好看 就行 ！ ！ ！ ！ ！ ！ ！ ！,这 就 触及 到 了 我 的 知识 盲点 了
400,22.0,35168,0,11,0,1,比心 诚信 肥宅 / ff14 / 自闭,这是 什么 仙女   随便 截图 都 那么 好看,啊   我 死 了
400,22.0,35168,0,11,0,1,比心 诚信 肥宅 / ff14 / 自闭,庆祝 我 不用 留校 当 苦力 以及 成功 以理服人 的 说服 了 教导 主任 然后 明天 可以 回家   抽个 奖给 铁汁萌 一起 开心 一下   ️     ️   硬性 要求 了解 守望 先锋 是 啥 并且 自己 在 玩   不是 所有 阿狗 阿 喵 都 抽   不玩 的 或者 已 A 很久 不 打算 回归 的 重 抽   抽到 玩 d5 的 重 抽   曾经 ky 过 我 的 重 抽   ️ 重点 ： 转发 不过 百就 黑幕 群里 沙雕 网友   ️   转发 + 关注 我 + 艾特 一个 好友   抽 两个 幸运 鹅 各 送 50 箱   最近 没 活动 所以 可以 折现 238r   抽到 互粉 妹子 加送 一天 一杯 甜甜 奶茶 一个月 （ 御姐 多加 奖品   我 爱御姐 ）   男 的 送 你 一箱 柠檬茶 一箱 肥宅 快乐 水 （ 以后 有缘 继续 一起 玩 的话 送 你 几个 火辣辣 的 steam 游戏 让 你 喜加 n ）   不管 男女   抽到 主 安娜 或主 和尚 玩家 （ 根据 等级 和 生涯 条 截图 判断 ） 加送 100r 红包   庆祝 垃圾 卤蛋 即将 被 削     快乐 扣扣 群   欢迎 话 多 的 朋友 加入 一起 开心 日常 讨论   群里 圣诞节 还会 抽奖   新年 也 会 抽   就是 平常 挺 冷清 的 来 个人 和 群主 天天 热闹 吧   抽到 群内 人 活跃 的 沙雕 网友 就 加送 100r 热情 聊天 费   当然 你 要 只 想要 钱 的话 不够 沙雕 就 不 给钱   气死 你   欢迎 加入 冬天 要来 了 大家 多 穿衣服 ， 群聊 号码 ： 581134294   周末 要 陪 老佛爷 做手术   下周一 开奖 （ 评论 抓 三个 点赞数 最高 的 三个 人   第一名 送 88r 红包   第二名 包 一周 奶茶   第三名 一箱 肥宅 快乐 水 ）   以上 所有 奖品 和 中奖 要求 我 都 持有 最终 解释权   不是 什么 了不得 的 一送 几千几万 的 奖   小 奖品 希望 大家 守望 先锋 玩得 开心 生活 里 多点 乐子   本 沙雕 网友 祝 大家 鸿运 当头,抽中 我 必不玩 卤蛋
408,22.0,35220,1,18,0,0,底线 为赖 美云 的 铁皮 人,# 赖美云 了不起 [ 超话 ] ## 赖美云 忍者 跑 #   逆风 翻盘 ， 向阳 而生 ！ 无惧 风雨 ， 赖美云 加油 ！,木叶 飞舞 之 处 ， 火 亦 生生不息 。 赖美云带 你 领悟 火 的 意志 ！
409,24.0,34508,1,2,0,0,缘分 叫 你 听 华晨 宇 的 音乐,# 华晨 宇冲鸦 [ 超话 ] # 我 的 海二 呀 ， 怎么 不动 了,互评 华晨 宇鸦
409,24.0,34508,1,2,0,0,缘分 叫 你 听 华晨 宇 的 音乐,打榜 打卡 鸦 ！ 互粉 么 ！,互评 华晨 宇鸦
409,24.0,34508,1,2,0,0,缘分 叫 你 听 华晨 宇 的 音乐,# 华晨 宇冲鸦 [ 超话 ] # 又 周三 啦 … 今日 份 的 冲鸦,16 华晨 宇
416,23.0,34975,1,8,18,1,馀 生 很 短 ， 要 跟 有趣 的 人 在 一起 … …,# 山支牌 海底 捞 [ 超话 ] #   # 请乐华 重视 孟美岐 个人 资源 #       ️ # 请 杜华 放过 孟美岐 # 提供 专业 团队 ！ 重视 个人 资源 ！             互捞 互捞   孟美岐 毛毛 球萌妹 岐山 支 大哥 mmq,孟美岐捞 捞 捞 捞 捞 捞 捞 捞 捞 捞 捞 捞 捞 捞 捞       [ 孟美岐   山支 大哥   毛毛 球   奶岐   岐岐   mmq ]
416,23.0,34975,1,8,18,1,馀 生 很 短 ， 要 跟 有趣 的 人 在 一起 … …,# 山支牌 海底 捞 [ 超话 ] #     mmq # 正 能量 偶像 孟美岐 #     打榜   互捞   诚信 互捞   留言           孟美岐 mmq,互捞 捞 捞 捞 捞 捞 捞 捞 捞 捞 捞 捞 ， 养号 可互关       [ 孟美岐   山支 大哥   毛毛 球   奶岐   岐岐   mmq ]
416,23.0,34975,1,8,18,1,馀 生 很 短 ， 要 跟 有趣 的 人 在 一起 … …,# 山支牌 海底 捞 [ 超话 ] #     # 正 能量 偶像 孟美岐 #         打榜 20 评求 安排,孟美岐 专用 手动 捞 王 ， 互捞 捞 捞 捞 捞 捞 捞 捞 捞 捞 一起 捞 ， 养号 可互关       [ 孟美岐   山支 大哥   毛毛 球   奶岐   岐岐   mmq ]
418,0.0,0,0,6,0,0,生而为 人   善良 一点,# 滴滴 叭叭 [ 超话 ] # 我 愿意 舍弃 一切 ， 以 想念 你 终此 一生 。,这 本书 正在 看
418,0.0,0,0,6,0,0,生而为 人   善良 一点,# 迪丽 热巴 三生 三世 枕上 书 ## 电视剧 三生 三世 枕上 书 #   三月 草长 ， 四月 莺 飞 ， 浩浩 东海 之外 ， 十里 桃林 千层 锦绣 花 开 。,三月 草长 ， 四月 莺 飞 ， 浩浩 东海 之外 ， 十里 桃林 千层 锦绣 花 开 。
418,0.0,0,0,6,0,0,生而为 人   善良 一点,爱 你 ， 我们 最好 的 祖国   ️,祖国 高于一切 ， 不愧 是 我 爱 的 人
418,0.0,0,0,6,0,0,生而为 人   善良 一点,# 迪丽 热巴 [ 超话 ] #     偷偷 加 两片 黄瓜 …,干嘛 要加 黄瓜       大 眼睛 都 看不见 了
